step,learning_rate
1.0,377.9984130859375
1.0,171670384.0
1.0,2.566432237625122
1.0,3.8416268825531006
1.0,2134.751708984375
1.0,171670384.0
1.0,1.5120850801467896
1.0,1.5155762434005737
1.0,705.6256713867188
1.0,76773328.0
1.0,0.351919949054718
1.0,1.669242024421692
1.0,0.2972813844680786
1.0,0.000872282194904983
2.0,29.627220153808594
2.0,36103176.0
2.0,0.9888281226158142
2.0,0.8864772915840149
2.0,166.50808715820312
2.0,51057604.0
2.0,0.5456147193908691
2.0,0.5044515132904053
2.0,52.539329528808594
2.0,25528800.0
2.0,0.1568731963634491
2.0,0.15699900686740875
2.0,0.16329796612262726
2.0,0.000742135161999613
3.0,15.183134078979492
3.0,4990.6220703125
3.0,0.5140582919120789
3.0,0.4823330044746399
3.0,86.06312561035156
3.0,6545.23828125
3.0,0.26083314418792725
3.0,0.2880191504955292
3.0,25.966012954711914
3.0,2469.749755859375
3.0,0.0929344967007637
3.0,0.0966460332274437
3.0,0.10916293412446976
3.0,0.0005034747300669551
4.0,11.989731788635254
4.0,3886.585205078125
4.0,0.4106963574886322
4.0,0.39072996377944946
4.0,69.3525619506836
4.0,5235.5263671875
4.0,0.20492804050445557
4.0,0.22784216701984406
4.0,20.343408584594727
4.0,1907.84326171875
4.0,0.07715058326721191
4.0,0.07973724603652954
4.0,0.09550158679485321
4.0,0.0004502066585700959
5.0,11.061248779296875
5.0,3534.908447265625
5.0,0.38102036714553833
5.0,0.36418411135673523
5.0,64.57505798339844
5.0,4786.69384765625
5.0,0.19129395484924316
5.0,0.21218901872634888
5.0,18.913021087646484
5.0,1766.9189453125
5.0,0.07224926352500916
5.0,0.07441584020853043
5.0,0.089795783162117
5.0,0.00042341926018707454
6.0,11.038166046142578
6.0,3518.943603515625
6.0,0.3802255392074585
6.0,0.3634890019893646
6.0,64.45046997070312
6.0,4771.283203125
6.0,0.1908753365278244
6.0,0.21166600286960602
6.0,18.865903854370117
6.0,1759.3282470703125
6.0,0.07211226224899292
6.0,0.0742725357413292
6.0,0.08970227837562561
6.0,0.0004232002538628876
7.0,11.031432151794434
7.0,3513.77099609375
7.0,0.3800240159034729
7.0,0.36330676078796387
7.0,64.41282653808594
7.0,4764.4658203125
7.0,0.19073036313056946
7.0,0.21147553622722626
7.0,18.848037719726562
7.0,1756.5570068359375
7.0,0.07206302136182785
7.0,0.07421088963747025
7.0,0.08969373255968094
7.0,0.00042328459676355124
8.0,11.025293350219727
8.0,3510.661865234375
8.0,0.37987011671066284
8.0,0.3630978465080261
8.0,64.38168334960938
8.0,4759.4970703125
8.0,0.19061841070652008
8.0,0.2113191932439804
8.0,18.833057403564453
8.0,1754.7618408203125
8.0,0.07201703637838364
8.0,0.07414831966161728
8.0,0.08968839794397354
8.0,0.00042336335172876716
9.0,11.01901912689209
9.0,3507.521728515625
9.0,0.3797086179256439
9.0,0.362896203994751
9.0,64.3490219116211
9.0,4755.46484375
9.0,0.1904834359884262
9.0,0.21118339896202087
9.0,18.818984985351562
9.0,1752.664306640625
9.0,0.0719786137342453
9.0,0.07410069555044174
9.0,0.0896831527352333
9.0,0.0004234447842463851
10.0,11.013065338134766
10.0,3504.974365234375
10.0,0.37960007786750793
10.0,0.36271846294403076
10.0,64.32003021240234
10.0,4748.65478515625
10.0,0.1903994381427765
10.0,0.21104438602924347
10.0,18.80523109436035
10.0,1751.862548828125
10.0,0.07193474471569061
10.0,0.07403960078954697
10.0,0.08967780321836472
10.0,0.0004235112573951483
11.0,11.006844520568848
11.0,3502.4384765625
11.0,0.37945351004600525
11.0,0.3625596761703491
11.0,64.2904281616211
11.0,4744.70263671875
11.0,0.19028808176517487
11.0,0.21089918911457062
11.0,18.79075050354004
11.0,1750.5699462890625
11.0,0.07189089059829712
11.0,0.07396718859672546
11.0,0.0896729826927185
11.0,0.00042356885387562215
12.0,11.002196311950684
12.0,3500.06005859375
12.0,0.379326194524765
12.0,0.3624131679534912
12.0,64.2613754272461
12.0,4741.09228515625
12.0,0.19020386040210724
12.0,0.2107454240322113
12.0,18.77640151977539
12.0,1749.675537109375
12.0,0.07185155898332596
12.0,0.07390031963586807
12.0,0.08966764807701111
12.0,0.00042361830128356814
13.0,10.996216773986816
13.0,3498.095458984375
13.0,0.37917768955230713
13.0,0.3622561991214752
13.0,64.22801971435547
13.0,4736.9462890625
13.0,0.19010169804096222
13.0,0.21056213974952698
13.0,18.760639190673828
13.0,1748.4444580078125
13.0,0.07180727273225784
13.0,0.07381980121135712
13.0,0.0896628275513649
13.0,0.0004236713866703212
14.0,10.989139556884766
14.0,3495.761962890625
14.0,0.3790552020072937
14.0,0.3620479106903076
14.0,64.19147491455078
14.0,4732.283203125
14.0,0.1899782419204712
14.0,0.21035310626029968
14.0,18.74205780029297
14.0,1746.6217041015625
14.0,0.07175163179636002
14.0,0.07370644807815552
14.0,0.08965564519166946
14.0,0.0004236968816258013
15.0,10.98025131225586
15.0,3492.819091796875
15.0,0.37889039516448975
15.0,0.3618088364601135
15.0,64.15106964111328
15.0,4726.85888671875
15.0,0.18981683254241943
15.0,0.21008114516735077
15.0,18.719650268554688
15.0,1744.6368408203125
15.0,0.0716814398765564
15.0,0.07356517761945724
15.0,0.08964699506759644
15.0,0.0004236976965330541
16.0,10.969219207763672
16.0,3489.754638671875
16.0,0.3786405920982361
16.0,0.36153993010520935
16.0,64.09928894042969
